Time_s,V_primary_kV,V_secondary_kV,Dielectric_Loss,Temperature_C,Humidity_%,Load_Current_A,Insulation_Status
0,110.24835707650561,10.447654450865903,0.0020183834516322506,35.121828611851356,62.33621051565087,101.57037016462075,0
1,109.99368936757067,10.53311478944199,0.0022713033663980496,34.48631043122393,62.4459747697442,96.57028855247628,0
2,110.44942530810897,10.571843311639013,0.002038980002456791,34.57005171779579,62.36020605814102,101.68071289067674,0
3,110.94973155484104,10.554769328196956,0.0019055945403157989,34.609341041601944,63.56828191400399,99.90918591193622,0
4,110.13358977976694,10.574869031003153,0.001998453575291093,35.1808486977956,63.03996914969796,101.91672399598484,0
5,110.19580045160586,10.493447138579572,0.0018323753666533548,34.843760553364184,62.864389460517046,102.18052955253118,0
6,111.16436903692514,10.466385729580054,0.002003940025070324,35.435248586124786,61.394798615345294,103.9669580678421,0
7,110.82000384736953,10.618695330877083,0.0019306943942999243,33.792155290729895,62.30845727287528,103.58202259011878,0
8,110.26264258136224,10.533603985490863,0.0021075390275560163,34.82224053456471,63.60632986990174,103.69169322779263,0
9,110.82926223387143,10.543256570385093,0.0019630459725404462,34.71877548341964,62.765312901396136,104.00869444307938,0
10,110.38632514234367,10.628213105967442,0.0020083234084204756,35.184698590894214,63.4064304180562,101.82620740545616,0
11,110.44461096370546,10.595559084519092,0.0019584442158595596,35.07483432131375,64.53201561277673,101.42912985166029,0
12,110.85723024115237,10.596419299141015,0.0021978851351853335,35.773684519119335,63.822032398955365,103.23084207424183,0
13,109.83765565894068,10.68767969537201,0.0019938757233882087,34.475906204882996,62.893820415946166,103.06887995190209,0
14,109.98909966687363,10.552979946794007,0.00221125570434792,35.45903222095846,62.30621763508997,101.10508214239607,0
15,110.62683723485861,10.637190106351971,0.002111415176211827,35.74605893931766,60.27950683264464,102.65026958103992,0
16,110.45709178803622,10.599201391065197,0.0020802066727335384,36.42570349261069,62.679822115360686,101.88667540061682,0
17,111.17520649779838,10.615237897093238,0.0020708733147317524,35.286863114384005,62.53664239868174,100.36401208804631,0
18,110.61764155219738,10.683588780316425,0.002075379729821625,35.720211514254714,63.266762628298615,104.76650031600737,0
19,110.41801490503661,10.637808463384907,0.0018452327420654389,34.68614925418342,62.73552303855359,102.40829778816762,0
20,111.90839488904572,10.644471854410975,0.0020121116605849245,34.422055886593384,62.58136211452743,106.50618488590628,0
21,111.11292595706269,10.676206777596084,0.0021265157971184323,36.07022202428715,61.13395118919757,99.26713146777914,0
22,111.30861208184135,10.609237161472594,0.0020391102816525895,35.67469569366654,61.984266410746635,101.51231560411975,0
23,110.61024963754058,10.59030188969778,0.0019054810153196426,36.296206032457725,63.41104788984672,102.79724940705309,0
24,111.09690284959478,10.584668961484686,0.002042759554942253,35.04954766088448,64.65974307081416,105.1111069408916,0
25,111.46967485722803,10.543103526768508,0.0022204105516255494,36.02531793449456,62.85502229922594,103.73786500666674,0
26,110.88244046613167,10.748604081981298,0.002176689171553472,36.72870470154149,63.28834250287495,103.66059699683453,0
27,111.68807114843375,10.594861795640009,0.002047799599063397,36.03288152138885,63.920262865752086,100.88392922134521,0
28,111.24070714059218,10.64303996737587,0.0021511449277058087,35.98984933592567,62.163411795628505,100.92139701338827,0
29,111.43446314985475,10.644190337480692,0.002021349297963195,35.884156380124004,63.34690693270984,103.97506865775107,0
30,111.3171806826352,10.677173733765445,0.0018896128413173282,35.12254027091614,62.244654647359496,100.69452354200673,0
31,112.5803002408036,10.706202975481876,0.0019695534011870447,36.613646096376314,63.85428451664964,102.4494943484156,0
32,111.68190723863506,10.71188925951839,0.0022202888768508198,35.6580785283009,63.144440846035295,104.60337978261126,0
33,111.19262858952993,10.642994533472342,0.0020386006918170696,36.243158965056324,63.29432884469904,101.72291704223731,0
34,112.16388581613931,10.666905250319452,0.002043661602062498,35.236565678215115,62.21537847810399,106.98196882840413,0
35,111.17159122339123,10.692330302362087,0.002040016180372512,35.45526729717801,63.70636977395466,106.30043890235473,0
36,111.91408590243441,10.668530854184027,0.0022624136589573006,36.78919728956912,65.08467063276925,100.78860216400649,0
37,110.85567418942807,10.763918203937795,0.002236595891536206,35.92439449151734,61.991926118628385,102.1430924379904,0
38,111.1954599473273,10.710504044759562,0.0022978780233448137,36.85080449372553,62.659218743834344,99.51014176459601,0
39,111.98019215584301,10.724920043093336,0.002062095478959995,36.1108951745573,63.22898521018973,102.5877967708828,0
40,112.27134632258802,10.7233553666924,0.0021095624488747097,35.254621618106015,63.78144437445158,105.75441658065488,0
41,112.00627151194888,10.750732430009656,0.001930335745057921,36.64687425051763,62.432413322749554,103.45984339641855,0
42,111.87934218106315,10.702767710160911,0.0022316934426118273,35.930867948428144,60.15511254221592,105.27251326057956,0
43,111.80128167608285,10.630341754989956,0.001969222044873207,36.59982971942993,64.34277827131096,101.36678749561128,0
44,111.22531350627366,10.71644184773337,0.002109677556376263,36.28745341326742,63.738804685633006,106.06515762992014,0
45,111.61545457699292,10.664969823429436,0.0019802697472367154,35.52733698268893,61.22932597385819,103.41391680647341,0
46,111.75391001714907,10.671992106175407,0.0020331133173261307,36.404771113332586,62.35794628684918,104.6005452276704,0
47,112.51968504231561,10.728430593858372,0.00201027375689503,37.44413659809595,64.52620738596823,104.43963703138618,0
48,112.16786260164078,10.761519499257336,0.0020352124739324183,36.61558744111461,64.39760140431483,102.12854767049849,0
49,111.11749304305009,10.70096489090995,0.0020440877296851023,36.3630667166819,63.879497217710586,102.40878401598475,0
50,112.1620419846974,10.715441650629948,0.002045173120507492,36.95188526335154,62.755071357738565,106.69087151948263,0
51,111.8064719805233,10.785012059304908,0.0021853333911780307,36.54158682812793,63.00377458143737,105.59059326009027,0
52,111.65759245670357,10.711643004660083,0.001993513720693748,36.56270436997422,62.77874406789746,106.92700627727322,0
53,112.29696207362659,10.829196548629636,0.002128054142701387,35.93344960387767,64.02607444918831,105.5074751355784,0
54,112.49972916387694,10.726698422544473,0.002229795915230556,36.61714615215572,62.009442054977676,105.1723218874594,0
55,112.44101674074837,10.609499530161237,0.00205868036354866,37.038533639408534,62.06622270137445,101.4594150163099,0
56,111.54496573984606,10.734124531200965,0.00204020811092524,36.12299540950156,63.86832620933913,104.392696327517,0
57,111.79722733595189,10.714241271631888,0.002090947537481975,37.27310872530013,62.799014251764106,104.89753848767577,0
58,112.10279803795905,10.758204269929864,0.0022339725208360708,36.53445701267882,64.2064655870926,108.8742709491452,0
59,112.40835993491507,10.725717804698887,0.002137410763095336,36.155484561204915,62.14041078277396,106.35458130991321,0
60,111.66252591366766,10.683288504059842,0.0020668785705392403,37.11685002721001,62.74037558760938,108.06225600556041,0
61,111.78893204957653,10.626961241976376,0.002170387665118804,36.49290231698091,61.85528225888608,106.19152277499241,0
62,111.3063854847735,10.675504134313348,0.0020137707850163577,37.033918592292174,62.766913866197584,103.57699876712012,0
63,111.23740593932763,10.64102490242633,0.002194135951044295,36.525735406607275,61.26217931085641,105.23385365331879,0
64,112.21591701612914,10.651939238002969,0.002168860730770177,36.65874277923908,62.233591656790146,105.46889465573142,0
65,112.46013306266215,10.707630225058704,0.0020992191528861116,36.95206043087533,61.26479862113752,103.11182250259999,0
66,111.71660829929756,10.758756561226344,0.002048141420155277,36.86693258280289,63.37413668329321,104.21189329253002,0
67,112.2232505029539,10.691881981891937,0.0020453319077716543,35.73949713865051,63.375302451334,104.5565225652457,0
68,111.86947386352784,10.609071431998643,0.002189481733634591,36.191991490040536,60.90629404488529,108.16354679361349,0
69,111.33160127124656,10.687646248265919,0.0022608980502489065,37.23223625257279,63.947635653732824,100.77194867025739,0
70,111.79873179150411,10.721634973207271,0.0020762692252971203,36.71594475392596,65.08771326383524,107.32307309507553,0
71,112.34932830798436,10.62754185725917,0.0021878386703551482,36.53418950013552,62.612213636028926,103.0127501479222,0
72,111.5231134659966,10.647401790221512,0.0019352972981397931,36.1303670973033,61.90036892770535,102.11400029003414,0
73,112.28254396716791,10.650756623662552,0.00208753822693428,36.28293839263297,65.34046264462286,107.18679245424329,0
74,110.14806470279795,10.60654880983017,0.00214489410671291,35.82460993138699,61.17119160307259,106.25640508355565,0
75,111.82516481456071,10.673835377929501,0.0020590316583018165,36.79711870567181,62.483680206255535,107.26431998623815,0
76,111.41261774597646,10.63086201375535,0.00205834936252104,36.56033418148598,62.616001800072745,106.31635657455547,0
77,111.17312005541437,10.653238995260082,0.0020872220443531116,36.38759411616708,63.753731795755556,108.79133471575786,0
78,111.32072836776513,10.583110189059632,0.002185219272832637,36.847699825324476,62.739933516187406,105.74283370806127,0
79,110.2320296500055,10.600708495714423,0.002139267098159363,37.07415603308146,61.85258373364226,104.26325111085828,0
80,111.06573456066619,10.653676118349882,0.0019361768766675029,37.94871199869528,61.37047621964481,105.20998801697277,0
81,111.30272304146014,10.593775017965838,0.0019499299847364933,36.15564431981505,61.94970889537784,106.95614537744825,0
82,111.81060061232874,10.69351355155747,0.0021033134822142827,37.50027789300415,61.253908079354886,102.85270548165452,0
83,110.75894772236393,10.581826473869343,0.002211768658605355,37.41566561742313,62.277407657445465,103.04714160828487,0
84,110.55926054675685,10.607584971107936,0.0018932495157274768,36.547619952568915,61.633582939081194,103.66971325177245,0
85,110.65710247768682,10.637427641541564,0.002120026982384837,37.04635781808837,60.6713958378213,100.0124740299794,0
86,111.30925964198119,10.514237571666362,0.0021193752143482576,36.72301689920869,63.38769964330893,104.42913631281417,0
87,110.95867133609941,10.491389137527916,0.002312833777820845,37.051289911452905,61.601475379574346,100.30943884568387,0
88,110.47136900348583,10.497342094808431,0.0021374978188287135,37.719140008159656,60.79708721276259,104.11395355021962,0
89,110.93410955704726,10.630876789220418,0.002216298898474093,37.273021768625206,61.86253143486111,105.66202167295359,0
90,110.66657276342391,10.534210491580367,0.0021941257140087466,37.229680867807,62.064227619741445,102.89881329259127,0
91,111.0423047073449,10.683708185491259,0.00196894335201928,36.76489265545579,60.213962365003255,107.12548864405427,0
92,110.14635322739105,10.521525597500101,0.002260820721663174,36.242201070166786,62.256166087972986,100.76656378795388,0
93,110.2724554094942,10.552856213439162,0.0022075396505456288,36.88368780564016,60.840975336298726,105.9840664877032,0
94,110.17870855260536,10.614581760545539,0.002238826863967459,37.59442800663812,63.56231032977998,104.86352396180808,0
95,109.5811114560144,10.631591537416002,0.0025826237706436327,36.23025073917143,62.33793387225225,99.99066903302207,0
96,110.3987266056609,10.62814182554468,0.001983588706050141,36.468508772768196,61.37631763886897,108.75164793525232,0
97,110.31874426272698,10.57923997419336,0.002366469664976111,37.06091361804098,60.99285587234186,103.1077892368393,0
98,110.12813776737985,10.563761230196436,0.0021672552480599644,36.50668572830783,61.5944331174493,101.38348876214224,0
99,109.94552795146868,10.535908499275685,0.002226732890440301,36.60349154140572,62.27314944722503,100.22547709890499,0
100,109.2923146289748,10.538918053808333,0.002195448775469876,36.788200709135914,61.59541278901922,102.49889020614302,0
101,109.72685582046107,10.466158562367948,0.0021595763666601956,36.31694456286825,61.36389638790248,102.58153100085386,0
102,109.70306170267799,10.446531951923022,0.0021470167071761244,36.51195219762328,61.599183661580604,102.93726279075068,0
103,109.41064473875217,10.48100961446575,0.002238950873557301,37.349493708317596,60.89633244260557,102.03028083735856,0
104,109.66869067703838,10.466424122160891,0.002056282630332832,36.34236856574106,61.11599330030566,103.784566628409,0
105,109.8891564983268,10.44605170452559,0.002285057916752177,36.194898600218835,59.33205460597504,101.6335087051821,0
106,110.56833032143382,10.49734310945569,0.0021703805595114744,36.67611143943921,62.34987126092113,98.4279710686265,0
107,109.65100242362284,10.504136612149216,0.002100993066095964,37.35389966216528,61.63290125238477,101.88685584195538,0
108,109.63139542103167,10.454682366881622,0.002170998714200419,36.88576849863051,60.518276899954714,97.33692259821986,0
109,109.40479483003845,10.518078282844916,0.002343714921686257,36.747756776375304,63.14777828154255,102.66440959596879,0
110,108.42258040360058,10.381112145418335,0.002166466491298378,36.99755607994808,61.293062154034374,99.88202230285812,0
111,109.30926722178481,10.422569442986955,0.002257845361820962,36.097364935879725,60.126606901397956,102.0499353257042,0
